slug,label,seed,layer,depth_norm,relational,anisotropy_base,anisotropy_ft,ceiling,headroom_used,saturation_class
pythia,Pythia-160M,44,1,0.08333333333333333,0.0282725506412633,0.3907251896494539,0.3633193897827558,1.2459554205677903,0.022691462450863054,neither
pythia,Pythia-160M,44,2,0.16666666666666666,0.0472631175156151,0.5290265144215336,0.4835360536500299,0.9874374319284365,0.047864417518902046,neither
pythia,Pythia-160M,44,3,0.25,0.0395015004483915,0.5398255005454218,0.5294727488962676,0.9307017505583106,0.042442705651617486,neither
pythia,Pythia-160M,44,4,0.3333333333333333,0.0454240573847231,0.5813353208526568,0.6082611244954756,0.8104035546518675,0.056051157628789434,neither
pythia,Pythia-160M,44,5,0.4166666666666667,0.0578366544322832,0.6301323222517783,0.6758038101378596,0.6940638676103621,0.08333045002243497,neither
pythia,Pythia-160M,44,6,0.5,0.0910535889041256,0.667078924184678,0.7546636204993484,0.5782574553159736,0.1574620233030489,neither
pythia,Pythia-160M,44,7,0.5833333333333334,0.0740627657043329,0.7006140550942608,0.7591008769760991,0.5402850679296402,0.13708090432360032,neither
pythia,Pythia-160M,44,8,0.6666666666666666,0.0642743226509502,0.7923974133450733,0.7607662229745231,0.4468363636804036,0.14384308860082376,neither
pythia,Pythia-160M,44,9,0.75,0.0585985928971427,0.696581589989988,0.712104224693562,0.5913141853164499,0.09909891281532991,neither
pythia,Pythia-160M,44,10,0.8333333333333334,0.0739588683074814,0.7099118258888794,0.7054140794568334,0.5846740946542871,0.12649588716806867,neither
pythia,Pythia-160M,44,11,0.9166666666666666,0.1081855256633055,0.7096356042393386,0.6835548690572237,0.6068095267034377,0.17828580617551568,neither
pythia,Pythia-160M,44,12,1.0,0.0037561303577699,0.9894637363698596,0.9904875722015174,0.02004869142862309,0.18735039995714398,both
opt350m,OPT-350M,42,0,0.0,0.0067655622759618,0.3553071859767316,0.3490506264204955,1.2956421876027728,0.005221782943390876,neither
opt350m,OPT-350M,42,1,0.041666666666666664,0.0183704251392918,0.3671443058966764,0.3488205478373203,1.2840351462660033,0.014306793075495882,neither
opt350m,OPT-350M,42,2,0.08333333333333333,0.0238080208915939,0.3830934730331256,0.359336553947432,1.2575699730194423,0.01893176634492196,neither
opt350m,OPT-350M,42,3,0.125,0.0264710367429344,0.3957594168422749,0.3694466235451238,1.2347939596126012,0.02143761437838529,neither
opt350m,OPT-350M,42,4,0.16666666666666666,0.0359831371505557,0.4169348763490906,0.3810754681939963,1.2019896554569132,0.029936311836957868,neither
